Domain	Phylum	Class	Order	Family	Genus	Species	is_ethanol_resistant
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_gonidiaformans	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	Lancefieldella_parvula	Only ethanol treated samples
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinobaculum	Actinobaculum_sp_oral_taxon_183	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Evtepia	Evtepia_gabavorous	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_hansenii	Uncertain
Bacteria	Actinobacteria	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Propionibacterium_freudenreichii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Murimonas	Murimonas_intestini	Non ethanol-resistant
Bacteria	Bacillota	CFGB1249	OFGB1249	FGB1249	GGB3034	GGB3034_SGB4030	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Hungatella	Hungatella_hathewayi	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4909	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Dielma	Dielma_fastidiosa	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacterium	Amedibacterium_intestinale	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	Only ethanol treated samples
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae	Ethanol-resistant
Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_animalis	Only ethanol treated samples
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gallolyticus	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_sp_AF41_9	Ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	Ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_pseudomesenteroides	Uncertain
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia_odontolytica	Ethanol-resistant
Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	GGB4266	GGB4266_SGB5805	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_sputorum	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_incertae_sedis	Candidatus_Cibionibacter	Candidatus_Cibionibacter_quicibialis	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Coprobacillus	Coprobacillus_cateniformis	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_bivia	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_disiens	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	Atopobium_deltae	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira	Lachnospira_pectinoschiza	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_intestinalis	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Faecalicatena	Faecalicatena_fissicatena	Ethanol-resistant
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_SGB9260	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum_soehngenii	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Coprococcus	Coprococcus_comes	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AT4	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_unclassified_SGB4550	Non ethanol-resistant
Bacteria	Bacillota	CFGB1380	OFGB1380	FGB1380	GGB3363	GGB3363_SGB4447	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter	Coprobacter_fastidiosus	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lacrimispora	Lacrimispora_amygdalina	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Ruminococcus_torques	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Sellimonas	Sellimonas_intestinalis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter_SGB4586	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_fessum	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB48024	Ethanol-resistant
Bacteria	Bacillota	CFGB1474	OFGB1474	FGB1474	GGB51269	GGB51269_SGB5062	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB3548	GGB3548_SGB4744	Non ethanol-resistant
Bacteria	Bacillota	CFGB1292	OFGB1292	FGB1292	GGB3109	GGB3109_SGB4121	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospiraceae_unclassified	Lachnospiraceae_bacterium	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Enterocloster	Enterocloster_hominis	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Oscillospiraceae_bacterium_CLA_AA_H250	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB4751	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_shahii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_Marseille_Q4143	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacteriaceae_unclassified	Eubacteriaceae_bacterium	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3606	GGB3606_SGB4870	Non ethanol-resistant
Bacteria	Bacillota	CFGB28775	OFGB28775	FGB28775	GGB3511	GGB3511_SGB4688	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3600	GGB3600_SGB4861	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Clostridium_scindens	Uncertain
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Longicatena	Longicatena_caecimuris	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_SGB15145	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9730	GGB9730_SGB15290	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB38744	GGB38744_SGB14842	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Oliverpabstia	Oliverpabstia_intestinalis	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnospira	Lachnospira_SGB5083	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Eubacteriales_unclassified	Clostridiales_bacterium	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Clostridia_unclassified	Clostridia_unclassified	Clostridia_unclassified	Clostridia_bacterium	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3576	GGB3576_SGB4784	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	GGB3550	GGB3550_SGB4746	Non ethanol-resistant
Bacteria	Bacillota	CFGB9491	OFGB9491	FGB9491	GGB9491	GGB9491_SGB14888	Ethanol-resistant
Bacteria	Bacillota	Firmicutes_unclassified	Firmicutes_unclassified	Firmicutes_unclassified	GGB9512	GGB9512_SGB14909	Uncertain
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces_SGB17132	Only ethanol treated samples
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_ulcerans	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter_urolithinfaciens	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemania	Holdemania_massiliensis	Ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	Only ethanol treated samples
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Ethanol-resistant
Bacteria	Bacillota	CFGB45628	OFGB45628	FGB45628	GGB58233	GGB58233_SGB79883	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Clostridium_symbiosum	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Blautia	Blautia_argi	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Vescimonas	Vescimonas_coprocola	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_xylanisolvens	Uncertain
Bacteria	Bacillota	CFGB1325	OFGB1325	FGB1325	GGB3175	GGB3175_SGB4191	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_faecalis	Non ethanol-resistant
Bacteria	Proteobacteria	CFGB10055	OFGB10055	FGB10055	GGB6606	GGB6606_SGB9340	Non ethanol-resistant
Bacteria	Bacillota	CFGB3012	OFGB3012	FGB3012	GGB9480	GGB9480_SGB14874	Non ethanol-resistant
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_congonensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB3038	OFGB3038	FGB3038	GGB9534	GGB9534_SGB14937	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AF36_4	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB32900	GGB32900_SGB53446	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	GGB32387	GGB32387_SGB47381	Non ethanol-resistant
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter_formigenes	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Zhenpiania	Zhenpiania_hominis	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_callanderi	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Lactonifactor	Lactonifactor_longoviformis	Non ethanol-resistant
Bacteria	Bacillota	CFGB72924	OFGB72924	FGB72924	GGB3612	GGB3612_SGB4882	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB51441	GGB51441_SGB71759	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Tyzzerella	Tyzzerella_SGB4587	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	GGB2980	GGB2980_SGB3962	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Intestinimonas	Intestinimonas_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_callidus	Uncertain
Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	bacterium_210917_SL_2_15	Non ethanol-resistant
Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Eggerthella_guodeyinii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3819	GGB3819_SGB5184	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridiaceae_unclassified	Clostridiaceae_bacterium_AF18_31LB	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Provencibacterium	Provencibacterium_massiliense	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Clostridium_methylpentosum	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Catenibacillus	Catenibacillus_scindens	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9707	GGB9707_SGB15229	Non ethanol-resistant
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_desulfuricans	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AM58_1XD	Non ethanol-resistant
Bacteria	Bacillota	CFGB3057	OFGB3057	FGB3057	GGB9719	GGB9719_SGB15272	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Lawsonibacter	Lawsonibacter_faecis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3449	GGB3449_SGB4601	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3537	GGB3537_SGB4727	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	Guopingia	Guopingia_tenuis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Cuneatibacter	Cuneatibacter_caecimuris	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_AM42_4	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_pittmaniae	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaeromassilibacillus	Anaeromassilibacillus_senegalensis	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes_caccae	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Bittarella	Bittarella_massiliensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB45628	OFGB45628	FGB45628	GGB45613	GGB45613_SGB63326	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3444	GGB3444_SGB4594	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Anaerofilum	Anaerofilum_hominis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9646	GGB9646_SGB15123	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_petauri	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_mundtii	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_ludwigii	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Pseudoflavonifractor	Pseudoflavonifractor_capillosus	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_hormaechei	Uncertain
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_fairfieldensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Phocea	Phocea_massiliensis	Uncertain
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella_michiganensis	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum_faecicola	Ethanol-resistant
Bacteria	Bacillota	CFGB77241	OFGB77241	FGB77241	GGB45497	GGB45497_SGB63169	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9453	GGB9453_SGB14844	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter_kobei	Non ethanol-resistant
Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_paraphrohaemolyticus	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_bilis	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9715	GGB9715_SGB15267	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp_1001270J_160509_D11	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Wansuia	Wansuia_hejianensis	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Oscillospiraceae_bacterium	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Christensenellaceae	Christensenella	Christensenella_sp_Marseille_P3954	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_sp_c_25	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_lactis	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Turicibacteraceae	Turicibacter	Turicibacter_sanguinis	Ethanol-resistant
Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp_FJAT_27916	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_SGB6176	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Romboutsia	Romboutsia_hominis	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_cuniculi	Only ethanol treated samples
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa_algida	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_gelidum	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius	Only ethanol treated samples
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	Leuconostoc_citreum	Only ethanol treated samples
Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_carnosus	Non ethanol-resistant
Bacteria	Bacillota	Tissierellia	Tissierellia_unclassified	Tissierellia_unclassified	Ezakiella	Ezakiella_coagulans	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_unclassified	Levyella	Levyella_massiliensis	Non ethanol-resistant
Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	GGB9832	GGB9832_SGB15478	Non ethanol-resistant
Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Dellaglioa	Dellaglioa_SGB96978	Only ethanol treated samples
Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII_Incertae_Sedis	Eubacteriales_Family_XIII_Incertae_Sedis_unclassified	Clostridiales_bacterium_S5_A14a	Non ethanol-resistant
Bacteria	Bacillota	CFGB40183	OFGB40183	FGB40183	GGB42389	GGB42389_SGB59559	Uncertain
Bacteria	Bacteroidota	CFGB343	OFGB343	FGB343	GGB781	GGB781_SGB1024	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Segatella	Segatella_copri	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_mediterraneensis	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_bicirculans	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9635	GGB9635_SGB15106	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Wujia	Wujia_chipingensis	Non ethanol-resistant
Bacteria	Bacillota	CFGB14936	OFGB14936	FGB14936	GGB3256	GGB3256_SGB4303	Ethanol-resistant
Bacteria	Bacteroidota	CFGB629	OFGB629	FGB629	GGB1495	GGB1495_SGB2071	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	GGB1153	GGB1153_SGB1481	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_putredinis	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_coprocola	Ethanol-resistant
Bacteria	Bacillota	CFGB1354	OFGB1354	FGB1354	GGB3304	GGB3304_SGB4367	Ethanol-resistant
Bacteria	Bacillota	CFGB1778	OFGB1778	FGB1778	GGB4713	GGB4713_SGB6526	Ethanol-resistant
Bacteria	Bacillota	CFGB1776	OFGB1776	FGB1776	GGB4684	GGB4684_SGB6478	Ethanol-resistant
Bacteria	Bacteroidota	CFGB658	OFGB658	FGB658	GGB1627	GGB1627_SGB2227	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9636	GGB9636_SGB15107	Uncertain
Bacteria	Candidatus_Melainabacteria	Candidatus_Melainabacteria_unclassified	Candidatus_Gastranaerophilales	Candidatus_Gastranaerophilales_unclassified	Candidatus_Gastranaerophilales_unclassified	Candidatus_Gastranaerophilales_bacterium	Ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Coprobacillaceae	Catenibacterium	Catenibacterium_tridentinum	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter_sp_MSJ_31	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Faecalibacterium	Faecalibacterium_sp_HTFF	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9634	GGB9634_SGB15093	Non ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB33469	GGB33469_SGB15236	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Jutongia	Jutongia_huaianensis	Uncertain
Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Duodenibacillus	Duodenibacillus_massiliensis	Uncertain
Bacteria	Bacillota	CFGB1765	OFGB1765	FGB1765	GGB4552	GGB4552_SGB6276	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	GGB3653	GGB3653_SGB4964	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillibacter	Oscillibacter_sp_ER4	Non ethanol-resistant
Bacteria	Actinobacteria	CFGB12107	OFGB12107	FGB12107	GGB34797	GGB34797_SGB14322	Uncertain
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger	Uncertain
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9737	GGB9737_SGB15309	Non ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella_clara	Non ethanol-resistant
Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	Holdemanella_porci	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB9715	GGB9715_SGB15265	Non ethanol-resistant
Bacteria	Bacillota	CFGB1201	OFGB1201	FGB1201	GGB2958	GGB2958_SGB3940	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Oscillospiraceae_unclassified	Oscillospiraceae_unclassified_SGB15256	Ethanol-resistant
Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_communis	Non ethanol-resistant
Bacteria	Tenericutes	CFGB1787	OFGB1787	FGB1787	GGB4750	GGB4750_SGB6579	Ethanol-resistant
Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	GGB13489	GGB13489_SGB15224	Uncertain
Bacteria	Bacillota	CFGB9120	OFGB9120	FGB9120	GGB4642	GGB4642_SGB6421	Ethanol-resistant
Bacteria	Bacillota	CFGB3054	OFGB3054	FGB3054	GGB9690	GGB9690_SGB15196	Non ethanol-resistant
Bacteria	Bacillota	CFGB9989	OFGB9989	FGB9989	GGB9712	GGB9712_SGB15244	Ethanol-resistant
