AEDPJKHF_01491	group_4968
JFFAGPGL_02086	group_4964
JFFAGPGL_02099	group_795
JFFAGPGL_02199	group_457
JFFAGPGL_02205	group_5230
JFFAGPGL_02235	group_284
JFFAGPGL_02343	group_1330
JFFAGPGL_02346	group_1977
JFFAGPGL_02347	group_1137
JFFAGPGL_02348	group_794
JFFAGPGL_02368	group_1207
JFFAGPGL_02369	group_2166
JFFAGPGL_02370	group_2164
JFFAGPGL_02374	group_1205
JFFAGPGL_02375	group_2151
JFFAGPGL_02376	group_2153
JFFAGPGL_02377	group_2155
JFFAGPGL_02378	group_2157
JFFAGPGL_02387	group_3237
JFFAGPGL_02735	group_5231
JFFAGPGL_02869	group_5371
JFFAGPGL_03100	group_89
JFFAGPGL_03196	group_4965
JFFAGPGL_03262	group_105
JFFAGPGL_03263	group_104
JFFAGPGL_03293	group_4966
JFFAGPGL_03346	group_5373
JFFAGPGL_03407	group_447
JFFAGPGL_03471	group_458
JFFAGPGL_03541	group_4967
JFFAGPGL_03626	group_5232
JFFAGPGL_03676	group_70
JFFAGPGL_03713	group_360
JFFAGPGL_03806	group_285
JFFAGPGL_03824	group_3238
JFFAGPGL_03881	group_1331
JFFAGPGL_03882	group_685
JNHBFBIK_01032	group_301
JNHBFBIK_02795	xerH
JNHBFBIK_02923	group_6046
JNHBFBIK_02960	ybaK_1
JNHBFBIK_03012	group_93
JNHBFBIK_03034	group_3890
JNHBFBIK_03351	group_3891
JNHBFBIK_03558	group_424
JNHBFBIK_03625	group_164
JNHBFBIK_03679	group_3892
JNHBFBIK_03709	group_96
JNHBFBIK_03719	group_310
JNHBFBIK_03738	group_119
JNHBFBIK_03792	group_1269
JNHBFBIK_03908	group_3893
JNHBFBIK_03912	group_3894
JNHBFBIK_03926	group_372
JNHBFBIK_03977	group_476
JNHBFBIK_03982	gtaB_5
JNHBFBIK_03990	epsN_1
JNHBFBIK_03992	epsN_2
JNHBFBIK_03997	group_743
JNHBFBIK_04001	group_137
JNHBFBIK_04006	group_128
JNHBFBIK_04013	group_3895
LFIFAEIL_01687	group_2221
LFIFAEIL_03218	group_668
LFIFAEIL_03702	group_5510
LFIFAEIL_03746	group_1189
LLOOKHMJ_02475	group_409
LLOOKHMJ_03781	group_278
MFFOFOGF_01655	group_502
MONEDLNM_01784	group_235
MONEDLNM_01785	group_234
MONEDLNM_02252	group_400
MONEDLNM_02385	group_308
MONEDLNM_03557	group_419
MONEDLNM_03575	group_771
NECODPLC_00303	group_171
NECODPLC_01047	group_126
NECODPLC_01655	group_501
NECODPLC_02105	group_317
NECODPLC_02392	group_512
NECODPLC_03583	group_39
NECODPLC_03701	group_5511
NECODPLC_03711	group_725
NECODPLC_03712	group_298
NECODPLC_03745	group_5382
NECODPLC_03746	group_270
OACGOOHP_03664	group_5513
OACGOOHP_03709	group_272
OAJKAKCD_00002	group_3543
OAJKAKCD_00003	group_3544
OAJKAKCD_00006	group_343
OAJKAKCD_00814	group_528
OAJKAKCD_00959	group_3545
OAJKAKCD_00973	group_3546
OAJKAKCD_00974	group_3547
OAJKAKCD_00975	group_3548
OAJKAKCD_00976	group_3549
OAJKAKCD_00979	group_3552
OAJKAKCD_00990	group_3553
OAJKAKCD_00992	group_3554
OAJKAKCD_00993	group_3555
OAJKAKCD_00997	group_3556
OAJKAKCD_01019	group_504
OAJKAKCD_01022	group_3557
OAJKAKCD_01023	group_3558
OAJKAKCD_01025	group_3559
OAJKAKCD_01026	group_3560
OAJKAKCD_01027	group_3561
OAJKAKCD_01028	group_3562
OAJKAKCD_01029	group_3563
OAJKAKCD_01030	group_3564
OAJKAKCD_01543	ypbG
OAJKAKCD_01544	group_3565
OAJKAKCD_01547	group_3566
OAJKAKCD_01548	group_3567
OAJKAKCD_01549	group_3568
OAJKAKCD_01550	group_3569
OAJKAKCD_01554	group_3570
OAJKAKCD_01555	group_3571
OAJKAKCD_01558	group_3572
OAJKAKCD_01612	group_1355
OAJKAKCD_01829	group_3574
OAJKAKCD_01832	group_3575
OAJKAKCD_01833	group_3576
OAJKAKCD_01834	group_3577
OAJKAKCD_01835	group_3578
OAJKAKCD_01836	group_3579
OAJKAKCD_01837	group_3580
OAJKAKCD_01858	group_3581
OAJKAKCD_01859	group_3582
OAJKAKCD_01860	group_1208
OAJKAKCD_01872	group_654
OAJKAKCD_01958	yscN_2
OAJKAKCD_02212	group_526
OAJKAKCD_02351	group_3585
OAJKAKCD_02352	group_3586
OAJKAKCD_02353	group_3587
OAJKAKCD_02354	group_3588
OAJKAKCD_02355	group_3589
OAJKAKCD_02356	group_3590
OAJKAKCD_02357	group_3591
OAJKAKCD_02358	group_1356
OAJKAKCD_02400	rmlA_1
OAJKAKCD_03057	group_1357
OAJKAKCD_03060	group_3592
OAJKAKCD_03065	group_3593
OAJKAKCD_03068	group_3594
OAJKAKCD_03069	group_3595
OAJKAKCD_03070	group_3596
OAJKAKCD_03071	group_3597
OAJKAKCD_03072	group_3598
OAJKAKCD_03073	group_3599
OAJKAKCD_03074	group_3600
OAJKAKCD_03075	group_3601
OAJKAKCD_03076	group_3602
OAJKAKCD_03077	group_3603
OAJKAKCD_03078	group_3604
OAJKAKCD_03092	group_3605
OAJKAKCD_03093	group_3606
OAJKAKCD_03094	group_3607
OAJKAKCD_03095	group_3608
OAJKAKCD_03096	group_3609
OAJKAKCD_03097	group_3610
OAJKAKCD_03098	group_3611
OAJKAKCD_03099	group_3612
OAJKAKCD_03100	group_3613
OAJKAKCD_03105	group_3614
OAJKAKCD_03106	group_3615
OAJKAKCD_03110	group_3616
OAJKAKCD_03111	group_3617
OAJKAKCD_03112	group_3618
OAJKAKCD_03113	group_3619
OAJKAKCD_03114	group_3620
OAJKAKCD_03117	group_3621
OAJKAKCD_03118	group_3622
OAJKAKCD_03154	group_3623
OAJKAKCD_03186	group_240
OAJKAKCD_03222	group_1088
OAJKAKCD_03223	group_3625
OAJKAKCD_03226	group_3626
OAJKAKCD_03317	group_730
OAJKAKCD_03318	mshA_5
OAJKAKCD_03319	group_3636
OAJKAKCD_03320	group_3637
OAJKAKCD_03321	group_3638
OAJKAKCD_03322	group_3639
OAJKAKCD_03323	group_3640
OAJKAKCD_03324	glyE
OAJKAKCD_03325	group_3642
OAJKAKCD_03432	group_6189
OAJKAKCD_03454	group_3643
OAJKAKCD_03455	group_3644
OAJKAKCD_03456	group_3645
OAJKAKCD_03459	group_3647
OAJKAKCD_03461	group_3648
OAJKAKCD_03462	group_3649
OAJKAKCD_03463	group_3650
OAJKAKCD_03464	group_3651
OAJKAKCD_03465	group_3652
OAJKAKCD_03466	group_3653
OAJKAKCD_03467	group_3654
OAJKAKCD_03508	group_682
OAJKAKCD_03522	group_3655
OAJKAKCD_03523	group_3656
OAJKAKCD_03524	group_3657
OAJKAKCD_03525	group_3658
OAJKAKCD_03526	group_3659
OAJKAKCD_03527	group_3660
OAJKAKCD_03537	group_3661
OAJKAKCD_03539	group_3662
OAJKAKCD_03540	group_3663
OAJKAKCD_03541	group_3664
OAJKAKCD_03542	group_3665
OAJKAKCD_03543	group_3666
OAJKAKCD_03587	group_6
OAJKAKCD_03590	group_3669
OAJKAKCD_03593	group_436
OCGFHBFG_01018	group_44
OCGFHBFG_01144	group_781
OCGFHBFG_01875	group_233
OCGFHBFG_01876	group_232
OCGFHBFG_03328	group_242
OCGFHBFG_03583	group_768
OFAPKCLD_03209	group_402
OFAPKCLD_03370	cdr_2
OFAPKCLD_03646	group_30
PAGCAKBP_01048	group_334
PAGCAKBP_01051	group_336
PAGCAKBP_01415	group_500
PAGCAKBP_02629	group_318
PAGCAKBP_02822	group_620
PAGCAKBP_02935	group_3252
PAGCAKBP_03763	group_6123
PAMDPJIM_01430	group_758
PAMDPJIM_03579	group_16
PAMDPJIM_03691	group_6124
PBBDIGGB_00920	parA
PBBDIGGB_01068	group_320
PBBDIGGB_01594	group_498
PBBDIGGB_03429	group_796
PBBDIGGB_03430	group_797
PBBDIGGB_03431	group_3239
PBBDIGGB_03432	group_3240
PBBDIGGB_03433	group_3241
PBBDIGGB_03436	group_3242
PBBDIGGB_03437	group_1333
PBBDIGGB_03438	group_3243
PBBDIGGB_03439	group_3244
PBBDIGGB_03440	group_3245
PBBDIGGB_03441	group_489
PBBDIGGB_03442	group_3246
PBBDIGGB_03443	group_3247
PBBDIGGB_03444	group_3248
PBBDIGGB_03445	group_3249
PBBDIGGB_03616	group_20
PBBDIGGB_03694	group_2734
PBBDIGGB_03718	group_3251
PBBDIGGB_03722	group_1214
PBBDIGGB_03733	group_470
PBBDIGGB_03787	group_267
PGAOGDAJ_01388	group_321
PGAOGDAJ_01811	group_499
PGAOGDAJ_02518	group_674
PGAOGDAJ_03345	group_469
PGAOGDAJ_03346	group_1212
PGAOGDAJ_03347	group_3258
PGAOGDAJ_03348	group_2179
PGAOGDAJ_03697	group_3253
PGAOGDAJ_03795	group_266
PLHOLJJK_00517	group_2581
PLHOLJJK_00518	group_2582
PLHOLJJK_00519	group_2583
PLHOLJJK_00523	group_2586
PLHOLJJK_00524	group_2587
PLHOLJJK_00525	group_2588
PLHOLJJK_00526	group_2589
PLHOLJJK_00527	group_2590
PLHOLJJK_00528	group_2591
PLHOLJJK_00529	group_2592
PLHOLJJK_00530	group_2593
PLHOLJJK_00531	group_2594
PLHOLJJK_00532	group_2595
PLHOLJJK_00535	group_2596
PLHOLJJK_00536	group_2597
PLHOLJJK_00549	group_2598
PLHOLJJK_00578	group_2599
PLHOLJJK_00579	group_2600
PLHOLJJK_00580	group_2601
PLHOLJJK_00581	group_2602
PLHOLJJK_00582	group_2603
PLHOLJJK_00584	group_2604
PLHOLJJK_00585	group_2605
PLHOLJJK_00586	group_2606
PLHOLJJK_00587	group_2607
PLHOLJJK_00588	group_2608
PLHOLJJK_00589	group_2609
PLHOLJJK_00591	group_2610
PLHOLJJK_00592	group_2611
PLHOLJJK_00593	group_2612
PLHOLJJK_00594	group_2613
PLHOLJJK_00599	group_2614
PLHOLJJK_00600	group_2615
PLHOLJJK_00601	group_2616
PLHOLJJK_00602	group_2617
PLHOLJJK_00603	group_2618
PLHOLJJK_00604	group_2619
PLHOLJJK_00612	group_2620
PLHOLJJK_00613	group_1279
PLHOLJJK_00614	group_778
PLHOLJJK_00615	group_2621
PLHOLJJK_00616	group_2622
PLHOLJJK_00617	group_2623
PLHOLJJK_00618	group_2624
PLHOLJJK_00623	dpnM
PLHOLJJK_00624	group_2626
PLHOLJJK_00636	group_2629
PLHOLJJK_00639	group_2630
PLHOLJJK_00640	group_1260
PLHOLJJK_00641	group_2631
PLHOLJJK_00850	group_2632
PLHOLJJK_00851	group_2633
PLHOLJJK_00852	group_2634
PLHOLJJK_00854	group_2635
PLHOLJJK_00855	group_2636
PLHOLJJK_00857	group_2637
PLHOLJJK_00858	group_2638
PLHOLJJK_00867	group_2639
PLHOLJJK_00876	group_2641
PLHOLJJK_00879	group_2642
PLHOLJJK_00915	group_127
PLHOLJJK_01148	group_2643
PLHOLJJK_01149	group_2644
PLHOLJJK_01150	group_2645
PLHOLJJK_01151	group_2646
PLHOLJJK_01152	group_2647
PLHOLJJK_01159	group_2648
PLHOLJJK_01161	group_2649
PLHOLJJK_01162	group_2650
PLHOLJJK_01163	group_2651
PLHOLJJK_01164	aplIR
PLHOLJJK_01165	group_2653
PLHOLJJK_01166	group_2654
PLHOLJJK_01607	group_1284
PLHOLJJK_01609	group_2655
PLHOLJJK_01610	group_2656
PLHOLJJK_01692	group_2657
PLHOLJJK_01695	group_2658
PLHOLJJK_01699	group_2659
PLHOLJJK_01702	group_925
PLHOLJJK_01703	group_2660
PLHOLJJK_01704	group_2661
PLHOLJJK_01706	group_2662
PLHOLJJK_01708	group_2663
PLHOLJJK_01709	group_2664
PLHOLJJK_01715	group_2665
PLHOLJJK_01716	group_2666
PLHOLJJK_01719	group_2667
PLHOLJJK_01721	group_2668
PLHOLJJK_01722	group_2669
PLHOLJJK_01723	group_2670
PLHOLJJK_01724	group_2671
PLHOLJJK_01725	group_2672
PLHOLJJK_01726	group_2673
PLHOLJJK_01727	group_2674
PLHOLJJK_01728	group_2675
PLHOLJJK_01729	group_2676
PLHOLJJK_01730	group_2677
PLHOLJJK_01731	group_2678
PLHOLJJK_01732	group_2679
PLHOLJJK_01733	group_2680
PLHOLJJK_01734	group_2681
PLHOLJJK_01735	group_2682
PLHOLJJK_01736	group_2683
PLHOLJJK_01737	group_2684
PLHOLJJK_01738	group_2685
PLHOLJJK_01830	group_262
PLHOLJJK_01831	group_261
PLHOLJJK_02059	group_2687
PLHOLJJK_02060	group_2688
PLHOLJJK_02278	group_2695
PLHOLJJK_02279	group_2696
PLHOLJJK_02280	group_2697
PLHOLJJK_02281	group_2698
PLHOLJJK_02283	group_2700
PLHOLJJK_02284	group_2701
PLHOLJJK_02285	sufS_3
PLHOLJJK_02286	group_2703
PLHOLJJK_02287	group_2704
PLHOLJJK_02288	group_2705
PLHOLJJK_02289	group_2706
PLHOLJJK_02290	group_2707
PLHOLJJK_02303	group_2708
PLHOLJJK_02305	group_2709
PLHOLJJK_02306	hxlR_1
PLHOLJJK_02307	gldA
PLHOLJJK_02793	group_550
PLHOLJJK_02823	group_644
PLHOLJJK_02824	group_2721
PLHOLJJK_02825	group_2722
PLHOLJJK_02826	group_2723
PLHOLJJK_02827	group_2724
PLHOLJJK_03192	group_2725
PLHOLJJK_03199	group_2726
PLHOLJJK_03202	group_2727
PLHOLJJK_03204	group_2728
PLHOLJJK_03205	group_2729
PLHOLJJK_03206	group_1287
PLHOLJJK_03298	group_2731
PLHOLJJK_03312	group_1218
PLHOLJJK_03314	group_2742
PLHOLJJK_03315	group_2743
PLHOLJJK_03318	group_2745
PLHOLJJK_03322	group_2747
PLHOLJJK_03323	group_1216
PLHOLJJK_03324	group_2178
PLHOLJJK_03325	group_2748
PLHOLJJK_03326	group_2749
PLHOLJJK_03343	group_1290
PLHOLJJK_03344	group_2750
PLHOLJJK_03345	group_2751
PLHOLJJK_03346	group_2752
PLHOLJJK_03347	group_2753
PLHOLJJK_03348	group_2754
PLHOLJJK_03350	group_2755
PLHOLJJK_03351	xerC_4
PLHOLJJK_03352	group_2757
PLHOLJJK_03353	group_2758
PLHOLJJK_03354	group_2759
PLHOLJJK_03355	group_2760
PLHOLJJK_03356	clpP_4
PLHOLJJK_03357	group_2762
PLHOLJJK_03358	group_2763
PLHOLJJK_03359	group_2764
PLHOLJJK_03360	group_2765
PLHOLJJK_03361	group_2766
PLHOLJJK_03362	group_2767
PLHOLJJK_03363	group_2768
PLHOLJJK_03366	smc_8
PLHOLJJK_03367	group_2770
PLHOLJJK_03368	group_2771
PLHOLJJK_03385	group_2772
PLHOLJJK_03386	group_2773
PLHOLJJK_03387	group_2774
PLHOLJJK_03388	group_2775
PLHOLJJK_03389	group_2776
PLHOLJJK_03390	group_2777
PLHOLJJK_03391	group_2778
PLHOLJJK_03392	group_2779
PLHOLJJK_03393	group_2780
PLHOLJJK_03394	group_2781
PLHOLJJK_03395	group_2782
PLHOLJJK_03396	group_2783
PLHOLJJK_03397	group_2784
PLHOLJJK_03398	group_2785
PLHOLJJK_03399	group_2786
PLHOLJJK_03400	group_2787
PLHOLJJK_03401	group_2788
PLHOLJJK_03402	xerC_5
PLHOLJJK_03403	group_2790
PLHOLJJK_03404	group_2791
PLHOLJJK_03405	group_2792
PLHOLJJK_03420	group_625
PLHOLJJK_03467	group_2794
PLHOLJJK_03468	group_2795
PLHOLJJK_03471	group_2796
PLHOLJJK_03472	group_1280
PLHOLJJK_03473	group_779
PLHOLJJK_03486	uviB_3
PLHOLJJK_03487	group_2798
PLHOLJJK_03488	group_484
PLHOLJJK_03489	group_2799
PLHOLJJK_03490	group_2800
PLHOLJJK_03491	group_2801
PLHOLJJK_03552	group_2812
PLHOLJJK_03556	xerC_6
PLHOLJJK_03557	group_2816
PLHOLJJK_03558	group_485
PLHOLJJK_03559	group_2817
PLHOLJJK_03560	group_2818
PLHOLJJK_03573	group_2819
PLHOLJJK_03627	group_1295
PLHOLJJK_03702	group_2820
PLHOLJJK_03703	group_2821
PLHOLJJK_03704	group_1296
PLHOLJJK_03705	group_1297
PLHOLJJK_03740	group_2822
PLHOLJJK_03741	group_6125
PLHOLJJK_03742	group_471
PLHOLJJK_03753	group_2823
PLHOLJJK_03754	group_2824
PLHOLJJK_03755	group_2825
PLHOLJJK_03758	group_2826
PLHOLJJK_03759	group_2827
PLHOLJJK_03763	group_483
PLHOLJJK_03770	group_2828
PLHOLJJK_03783	group_2831
PLHOLJJK_03784	group_1291
PMMHMALA_00005	group_229
PMMHMALA_00006	group_228
PMMHMALA_00059	group_2837
PMMHMALA_00065	group_435
PMMHMALA_00069	group_770
PMMHMALA_00131	group_2855
PMMHMALA_00132	group_2856
PMMHMALA_00133	group_2857
PMMHMALA_00134	group_2858
PMMHMALA_00135	group_290
PMMHMALA_00136	group_2859
PMMHMALA_00141	group_2861
PMMHMALA_00142	group_2862
PMMHMALA_00145	group_2864
PMMHMALA_00146	group_2865
PMMHMALA_00147	group_2866
PMMHMALA_00148	group_2867
PMMHMALA_00149	group_2868
PMMHMALA_00151	group_2870
PMMHMALA_00152	group_2871
PMMHMALA_00154	group_2872
PMMHMALA_00155	group_2873
PMMHMALA_00158	group_2876
PMMHMALA_00160	group_2877
PMMHMALA_00163	group_2879
PMMHMALA_00167	group_2882
PMMHMALA_00169	group_2883
PMMHMALA_00172	group_2884
PMMHMALA_00182	group_437
PMMHMALA_00183	group_2138
PMMHMALA_00198	group_76
PMMHMALA_00237	group_77
PMMHMALA_00305	group_399
PMMHMALA_00361	group_153
PMMHMALA_00362	group_2885
PMMHMALA_00363	group_2887
PMMHMALA_00364	group_2889
PMMHMALA_00365	group_486
PMMHMALA_00366	group_1199
PMMHMALA_00367	group_2891
PMMHMALA_00368	group_2893
PMMHMALA_00369	group_2895
PMMHMALA_00392	group_2905
PMMHMALA_00409	group_2907
PMMHMALA_00410	group_2908
PMMHMALA_00412	group_2909
PMMHMALA_00413	group_2910
PMMHMALA_00414	group_2911
PMMHMALA_00533	metH_1
PMMHMALA_00543	group_4947
PMMHMALA_00593	group_5214
PMMHMALA_00635	group_438
PMMHMALA_00636	group_2139
PMMHMALA_00661	group_450
PMMHMALA_00662	group_2147
PMMHMALA_00665	group_177
PMMHMALA_00666	blaI
PMMHMALA_00667	group_2930
PMMHMALA_00705	group_2838
PMMHMALA_00908	group_154
PMMHMALA_00947	group_2140
PMMHMALA_00948	group_439
PMMHMALA_00998	group_2839
PMMHMALA_01008	group_79
PMMHMALA_01053	group_2840
PMMHMALA_01120	group_181
PMMHMALA_01129	group_2841
PMMHMALA_01288	group_2141
PMMHMALA_01289	group_440
PMMHMALA_01290	xylQ
PMMHMALA_01306	group_2842
PMMHMALA_01327	group_80
PMMHMALA_01502	group_291
PMMHMALA_01518	group_2954
PMMHMALA_01527	group_155
PMMHMALA_01540	group_2955
PMMHMALA_01541	group_2956
PMMHMALA_01542	group_2957
PMMHMALA_01543	group_2958
PMMHMALA_01544	group_2959
PMMHMALA_01545	group_2960
PMMHMALA_01546	polA_2
PMMHMALA_01547	group_2962
PMMHMALA_01548	group_2963
PMMHMALA_01549	group_1316
PMMHMALA_01550	group_2964
PMMHMALA_01551	group_2965
PMMHMALA_01552	group_2966
PMMHMALA_01553	group_2967
PMMHMALA_01554	group_2968
PMMHMALA_01555	group_2969
PMMHMALA_01558	group_2970
PMMHMALA_01559	group_2971
PMMHMALA_01560	group_2972
PMMHMALA_01581	group_90
PMMHMALA_01596	group_2973
PMMHMALA_01597	group_2974
PMMHMALA_01598	group_2975
PMMHMALA_01599	group_2976
PMMHMALA_01602	group_2977
PMMHMALA_01603	group_2978
PMMHMALA_01604	rssB_3
PMMHMALA_01605	group_2980
PMMHMALA_01606	group_2981
PMMHMALA_01607	group_2982
PMMHMALA_01608	group_2983
PMMHMALA_01609	group_2984
PMMHMALA_01610	oppC_2
PMMHMALA_01611	dppB
PMMHMALA_01612	group_2987
PMMHMALA_01613	group_2988
PMMHMALA_01614	group_2989
PMMHMALA_01649	group_292
PMMHMALA_01677	group_2990
PMMHMALA_01693	group_656
PMMHMALA_01765	group_249
PMMHMALA_01766	group_3003
PMMHMALA_01767	group_3004
PMMHMALA_01768	group_3005
PMMHMALA_01770	group_2886
PMMHMALA_01771	group_2888
PMMHMALA_01772	group_2890
PMMHMALA_01773	group_487
PMMHMALA_01774	group_1200
PMMHMALA_01775	group_2892
PMMHMALA_01776	group_2894
PMMHMALA_01777	group_2843
PMMHMALA_01778	group_2896
PMMHMALA_01779	group_3006
PMMHMALA_01780	group_3007
PMMHMALA_01781	group_3008
PMMHMALA_01782	group_3009
PMMHMALA_01783	group_3010
PMMHMALA_01784	group_3011
PMMHMALA_01785	group_3012
PMMHMALA_01786	group_3013
PMMHMALA_01787	group_3014
PMMHMALA_01788	group_3015
PMMHMALA_01789	group_3016
PMMHMALA_01790	group_3017
PMMHMALA_01791	group_3018
PMMHMALA_01792	group_3019
PMMHMALA_01793	group_3020
PMMHMALA_01794	group_3021
PMMHMALA_01795	group_3022
PMMHMALA_01796	group_3023
PMMHMALA_01797	group_3024
PMMHMALA_01798	group_3025
PMMHMALA_01799	group_3026
PMMHMALA_01800	group_3027
PMMHMALA_01801	group_3028
PMMHMALA_01802	group_3029
PMMHMALA_01803	group_3030
PMMHMALA_01804	group_3031
PMMHMALA_01805	group_3032
PMMHMALA_01806	group_3033
PMMHMALA_01807	group_3034
PMMHMALA_01808	group_3035
PMMHMALA_01813	group_3036
PMMHMALA_01814	group_3037
PMMHMALA_01815	group_3038
PMMHMALA_01816	group_3039
PMMHMALA_02028	group_81
PMMHMALA_02056	group_294
PMMHMALA_02155	group_156
PMMHMALA_02163	group_3042
PMMHMALA_02164	group_3043
PMMHMALA_02165	group_3044
PMMHMALA_02166	group_3045
PMMHMALA_02167	group_3046
PMMHMALA_02168	group_3047
PMMHMALA_02169	group_3048
PMMHMALA_02170	group_3049
PMMHMALA_02173	group_3052
PMMHMALA_02174	group_3053
PMMHMALA_02176	group_3054
PMMHMALA_02177	group_1313
PMMHMALA_02178	group_3055
PMMHMALA_02179	group_3056
PMMHMALA_02180	group_3057
PMMHMALA_02181	group_3058
PMMHMALA_02300	group_157
PMMHMALA_02335	group_3060
PMMHMALA_02336	group_3061
PMMHMALA_02337	group_3062
PMMHMALA_02338	arnC_4
PMMHMALA_02339	pglH_1
PMMHMALA_02340	pglH_2
PMMHMALA_02341	group_3066
PMMHMALA_02342	group_3067
PMMHMALA_02421	group_4950
PMMHMALA_02544	group_442
PMMHMALA_02545	group_2143
PMMHMALA_02567	group_3076
PMMHMALA_02568	group_3077
PMMHMALA_02581	group_3078
PMMHMALA_02611	group_82
PMMHMALA_02615	group_5236
PMMHMALA_02753	group_83
PMMHMALA_02790	group_5237
PMMHMALA_02810	group_788
PMMHMALA_02854	group_158
PMMHMALA_02989	group_3082
PMMHMALA_02990	group_3083
PMMHMALA_02991	group_3084
PMMHMALA_02992	group_3085
PMMHMALA_02993	group_3086
PMMHMALA_02994	group_3087
PMMHMALA_02995	group_3088
PMMHMALA_02996	ftsA
PMMHMALA_02997	group_3090
PMMHMALA_02998	group_5238
PMMHMALA_02999	group_2844
PMMHMALA_03000	group_3091
PMMHMALA_03001	epsE_1
PMMHMALA_03005	group_3093
PMMHMALA_03094	flaD
PMMHMALA_03095	group_3114
PMMHMALA_03096	group_3115
PMMHMALA_03104	group_4952
PMMHMALA_03199	group_2845
PMMHMALA_03204	nag3
PMMHMALA_03205	yvdM
PMMHMALA_03206	group_3125
PMMHMALA_03207	group_3126
PMMHMALA_03208	group_3127
PMMHMALA_03209	group_3128
PMMHMALA_03210	group_3129
PMMHMALA_03211	group_3130
PMMHMALA_03212	group_3131
PMMHMALA_03213	group_3132
PMMHMALA_03214	group_3133
PMMHMALA_03240	group_443
PMMHMALA_03241	group_2144
PMMHMALA_03243	group_2846
PMMHMALA_03283	expZ
PMMHMALA_03284	group_3136
PMMHMALA_03285	opuBA_1
PMMHMALA_03286	group_3138
PMMHMALA_03287	group_3139
PMMHMALA_03288	group_3140
PMMHMALA_03289	group_3141
PMMHMALA_03291	group_3142
PMMHMALA_03292	hisS_2
PMMHMALA_03293	group_3144
PMMHMALA_03302	group_2847
PMMHMALA_03321	group_84
PMMHMALA_03326	group_3145
PMMHMALA_03347	group_2848
PMMHMALA_03445	group_3148
PMMHMALA_03446	epsE_2
PMMHMALA_03447	group_3150
PMMHMALA_03448	group_3151
PMMHMALA_03449	group_3152
PMMHMALA_03450	lpxD
PMMHMALA_03451	group_3154
PMMHMALA_03452	group_3155
PMMHMALA_03453	tuaB
PMMHMALA_03454	group_3157
PMMHMALA_03456	group_3158
PMMHMALA_03461	group_3159
PMMHMALA_03462	group_3160
PMMHMALA_03463	group_3161
PMMHMALA_03464	group_3162
PMMHMALA_03465	group_3163
PMMHMALA_03466	group_3164
PMMHMALA_03467	group_3165
PMMHMALA_03468	group_3166
PMMHMALA_03469	phoP_2
PMMHMALA_03470	group_3168
PMMHMALA_03471	group_3169
PMMHMALA_03472	group_3170
PMMHMALA_03473	group_3171
PMMHMALA_03474	group_3172
PMMHMALA_03475	group_3173
PMMHMALA_03476	group_3174
PMMHMALA_03477	glnQ
PMMHMALA_03478	group_3176
PMMHMALA_03479	glnH_1
PMMHMALA_03480	group_3178
PMMHMALA_03481	group_3179
PMMHMALA_03483	group_3180
PMMHMALA_03501	group_520
PMMHMALA_03521	group_3184
PMMHMALA_03525	group_3185
PMMHMALA_03549	group_3194
PMMHMALA_03550	group_3195
PMMHMALA_03551	group_3196
PMMHMALA_03552	group_3197
PMMHMALA_03553	group_3198
PMMHMALA_03554	group_3199
PMMHMALA_03555	group_3200
PMMHMALA_03556	group_3201
PMMHMALA_03557	group_3202
PMMHMALA_03558	group_3203
PMMHMALA_03559	group_3204
PMMHMALA_03560	group_3205
PMMHMALA_03561	group_1326
PMMHMALA_03562	group_3206
PMMHMALA_03563	group_3207
PMMHMALA_03564	cotSA
PMMHMALA_03565	group_3209
PMMHMALA_03566	group_3210
PMMHMALA_03567	group_3211
PMMHMALA_03683	group_2079
PMMHMALA_03690	group_718
PMMHMALA_03694	group_22
PMMHMALA_03718	group_36
PMMHMALA_03719	group_5239
PMMHMALA_03779	group_85
PPKFABEF_00033	group_4938
PPKFABEF_00068	group_281
PPKFABEF_00084	group_3670
PPKFABEF_00101	group_61
PPKFABEF_00115	group_3671
PPKFABEF_00145	group_144
PPKFABEF_00285	group_5364
PPKFABEF_00665	group_146
PPKFABEF_00676	group_178
PPKFABEF_00779	group_62
PPKFABEF_01025	group_4940
PPKFABEF_01152	group_3672
PPKFABEF_01189	group_2146
PPKFABEF_01204	group_4941
PPKFABEF_02619	group_4943
PPKFABEF_02715	group_65
PPKFABEF_02794	group_3673
PPKFABEF_02816	group_3674
PPKFABEF_02817	group_5217
PPKFABEF_02819	group_163
PPKFABEF_02993	group_5367
PPKFABEF_03000	group_2927
PPKFABEF_03008	group_3678
PPKFABEF_03016	group_3681
PPKFABEF_03019	group_3679
PPKFABEF_03020	group_3682
PPKFABEF_03027	group_3680
PPKFABEF_03386	group_3675
PPKFABEF_03474	group_594
PPKFABEF_03665	group_785
PPKFABEF_03668	group_449
PPKFABEF_03669	group_2928
